IDBASE;TYPE EMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENT ADRESSE;NUMERO;LIEU / ADRESSE;IDEMPLACEMENT;LIBELLE FRANCAIS;GENRE;ESPECE;VARIETE OUCULTIVAR;CIRCONFERENCE (cm);HAUTEUR (m);STADE DE DEVELOPPEMENT;REMARQUABLE;geo_point_2d
100322;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000059;Platane;Platanus;x hispanica;;390;20;;;48.83368879201496,2.3830005004114883
293679;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / 1 W QUAI HENRI IV;000102010;Platane;Platanus;x hispanica;;225;30;Adulte;NON;48.850974675266826,2.36123984454583
2032367;Arbre;Jardin;PARIS 7E ARRDT;Canton 01 / SETE;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;P00108003;Platane;Platanus;x hispanica;;0;0;Jeune (arbre);NON;48.85797867540113,2.29347756396163
127075;Arbre;Jardin;PARIS 4E ARRDT;;;SQUARE HENRI GALLI / 9 BOULEVARD HENRI IV;000101006;Platane;Platanus;x hispanica;;270;20;Mature;NON;48.85132664377176,2.361888198401007
106740;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00901007;Platane;Platanus;x hispanica;;185;10;Adulte;NON;48.855825085466115,2.2996445365517673
306125;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00NE0646;Platane;Platanus;x hispanica;;650;25;Mature;NON;48.87981919607596,2.310362484997093
133102;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE CAMBRONNE;00000011;Platane;Platanus;x hispanica;;230;24;Mature;NON;48.847897122597246,2.302413153361612
118712;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE ALBERT TOURNAIRE / 2 PLACE MAZAS;000101008;Platane;Platanus;x hispanica;;260;20;;NON;48.845117797467864,2.36773892071222
107484;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901004;Platane;Platanus;x hispanica;;33;8;Jeune (arbre);NON;48.85611257304267,2.298779820767585
124923;Arbre;Jardin;PARIS 11E ARRDT;;;SQUARE MAURICE GARDETTE / 8 RUE GENERAL BLAISE;000201011;Platane;Platanus;x hispanica;;170;25;;NON;48.86167731071599,2.379456999033218
107312;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701006;Platane;Platanus;x hispanica;;155;12;Adulte;NON;48.85556777959371,2.298169453557308
101383;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000705;Platane;Platanus;x hispanica;;275;18;;;48.83602580741073,2.382804309890723
106727;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00902007;Platane;Platanus;x hispanica;;95;12;Adulte;NON;48.85573118268645,2.299755022849206
2014692;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00330039;Platane;Platanus;x hispanica;;100;10;Adulte;NON;48.835724615135845,2.446857197310607
116509;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EMMANUEL FLEURY / 40 RUE LE VAU;00000140;Platane;Platanus;x hispanica;;180;0;Adulte;NON;48.86947561260619,2.411614274718008
106211;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01207006;Platane;Platanus;x hispanica;;30;6;Jeune (arbre)Adulte;NON;48.8537338493377,2.302722066017198
2019354;Arbre;Jardin;PARIS 20E ARRDT;;;RUE ALBERT WILLEMETZ;000101006;Platane;Platanus;x hispanica;;40;5;Jeune (arbre)Adulte;NON;48.84771647861176,2.415354202715771
109173;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000149;Platane;Platanus;x hispanica;;140;20;;;48.81766943858903,2.355045636437099
107471;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402020;Platane;Platanus;x hispanica;;32;6;Jeune (arbre);NON;48.85642949768237,2.296668212976966
2010602;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00020016;Platane;Platanus;x hispanica;;170;22;Adulte;NON;48.838907060144926,2.438759928581002
119505;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE LOUISE DE MARILLAC / 1 PLACE DE LA CHAPELLE;000101004;Platane;Platanus;x hispanica;;215;20;Mature;NON;48.884809188973044,2.359616053556007
106536;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201006;Platane;Platanus;x hispanica;;106;12;Adulte;NON;48.854523264405984,2.301014751934575
110040;Arbre;Jardin;PARIS 4E ARRDT;;;VOIE GEORGES POMPIDOU - PORT DE L''HOTEL DE VILLE;10010009;Platane;Platanus;x hispanica;;135;20;Adulte;NON;48.85344406602328,2.356618384392671
128286;Arbre;Jardin;PARIS 17E ARRDT;;;PROMENADE BERNARD LAFAY PR A6;60010008;Platane;Platanus;x hispanica;;130;16;Jeune (arbre)Adulte;NON;48.885096321979745,2.286062491774999
128242;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000084;Platane;Platanus;x hispanica;;172;9;Adulte;NON;48.88927758266207,2.2979570827142712
107562;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604023;Platane;Platanus;x hispanica;;198;12;Adulte;NON;48.85668552593124,2.297481077138853
116197;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DE L ASPIRAND DUNAND / 20 RUE SAILLARD;10020003;Platane;Platanus;x hispanica;;175;15;Adulte;NON;48.83205177732123,2.326504414289759
225123;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000101002;Platane;Platanus;x hispanica;;115;12;Adulte;NON;48.85396538780431,2.415160777707838
111710;Arbre;Jardin;PARIS 14E ARRDT;Lisière Jourdan;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0208D1007;Platane;Platanus;x hispanica;;225;20;Adulte;NON;48.8205820803876,2.340249201289461
123264;Arbre;Jardin;PARIS 7E ARRDT;;;PROMENADE D AUSTRALIE / 67 QUAI BRANLY;000101003;Platane;Platanus;x hispanica;;270;25;Adulte;NON;48.860498745889146,2.2950219549920092
100701;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000253;Platane;Platanus;x hispanica;;280;16;;;48.83368911366236,2.384445354278477
109119;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000095;Platane;Platanus;x hispanica;;205;20;;;48.81762549461208,2.356370857325762
138737;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000062;Platane;Platanus;x hispanica;;250;23;Mature;NON;48.90002389930407,2.366350917214009
325150;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000301001;Platane;Platanus;x hispanica;;143;18;Adulte;NON;48.868957933533586,2.367281687747183
101338;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001132;Platane;Platanus;x hispanica;;305;20;;;48.83637337336971,2.380797414502057
128234;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000076;Platane;Platanus;x hispanica;;117;9;Adulte;NON;48.88949505132964,2.298313334651167
2009266;Arbre;Jardin;PARIS 12E ARRDT;;;JARDINIERES DE LA PORTE DOREE / 1 PLACE EDOUARD RENARD;000101001;Platane;Platanus;n. sp.;;20;5;;NON;48.835771402127214,2.40746631852591
107572;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603027;Platane;Platanus;x hispanica;;162;12;Adulte;NON;48.85666237005373,2.298031676741379
107457;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402006;Platane;Platanus;x hispanica;;49;11;Jeune (arbre)Adulte;NON;48.857229805092935,2.295421767359993
128162;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000004;Platane;Platanus;x hispanica;;148;9;Adulte;NON;48.88917771010588,2.298298886299463
2025966;Arbre;Jardin;PARIS 1ER ARRDT;Le Parvis - Jardin de musique;;JARDIN NELSON MANDELA / 32 RUE BERGER;G00204002;Platane;Platanus;x hispanica;;90;10;Jeune (arbre)Adulte;NON;48.86200418725246,2.345953860300566
125643;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN DE LA GARE DE CHARONNE;00000027;Platane;Platanus;orientalis;;240;20;Adulte;NON;48.85273761269446,2.409616805869719
106646;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901015;Platane;Platanus;x hispanica;;83;12;Adulte;NON;48.8554873373984,2.299510263984107
116962;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202001;Platane;Platanus;x hispanica;;48;0;Adulte;NON;48.87295545452158,2.411715704123313
119486;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE JESSAINT / 36 BOULEVARD DE LA CHAPELLE;000101007;Platane;Platanus;x hispanica;;260;22;Mature;NON;48.88459130851274,2.358497133890891
325146;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000202007;Platane;Platanus;x hispanica;;140;15;Adulte;NON;48.86924261027811,2.367087727958558
2012046;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010003;Platane;Platanus;x hispanica;;310;21;Mature;NON;48.88742995569316,2.292642979961843
313957;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00SE0524;Platane;Platanus;x hispanica;;75;8;Jeune (arbre)Adulte;;48.879578780138885,2.311886968594217
106873;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00702024;Platane;Platanus;x hispanica;;32;8;Jeune (arbre)Adulte;NON;48.85455530770827,2.29959502686149
106628;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902016;Platane;Platanus;x hispanica;;190;12;Adulte;NON;48.85532531885324,2.299604097553579
324765;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000102002;Platane;Platanus;x hispanica;;355;25;Mature;NON;48.869613503668646,2.366515924049048
110107;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0072;Platane;Platanus;x hispanica;;75;13;;;48.8321378330766,2.299001432744515
179826;Arbre;Jardin;PARIS 12E ARRDT;;;TALUS BOULEVARD PONIATOWSKI LE BASTION / 2 V BOULEVARD PONIATOWSKI;000102025;Platane;Platanus;n. sp.;;145;15;Adulte;NON;48.82863163791596,2.389861262715594
106470;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01002008;Platane;Platanus;x hispanica;;125;12;Adulte;NON;48.85397791482625,2.300495113857478
101339;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001134;Platane;Platanus;x hispanica;;205;20;;;48.8358498931886,2.38051164669477
121551;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU SERMENT DE KOUFRA;00000090;Platane;Platanus;x hispanica;;175;6;Adulte;NON;48.82074023669273,2.323739417627776
120303;Arbre;Jardin;PARIS 18E ARRDT;;;PARC MARCEL BLEUSTEIN BLANCHET / 1 RUE DE LA BONNE;000104001;Platane;Platanus;x hispanica;;250;20;Adulte;NON;48.88755714495633,2.343883833945358
128180;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000022;Platane;Platanus;x hispanica;;155;9;Adulte;NON;48.88951870040408,2.298876224757229
123358;Arbre;Jardin;PARIS 15E ARRDT;;;JARDIN DE L''ATLANTIQUE;00000001;Platane;Platanus;occidentalis;;125;0;;;48.84033008559735,2.319697545294919
106519;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202012;Platane;Platanus;x hispanica;;50;10;Jeune (arbre)Adulte;NON;48.8541895085325,2.301375934636945
325131;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000204001;Platane;Platanus;x hispanica;;315;26;Mature;NON;48.86946264548732,2.36700832985946
117667;Arbre;Jardin;PARIS 11E ARRDT;;;SQUARE PASDELOUP;00000007;Platane;Platanus;orientalis;;66;12;;;48.862835725090186,2.367055643992113
135142;Arbre;Jardin;PARIS 17E ARRDT;;;JARDINET DU PARC DE STATIONNEMENT POUR AUTOCARS / 8 BOULEVARD PERSHING;000104006;Platane;Platanus;x hispanica;;140;14;Adulte;NON;48.88038652893323,2.283012910228432
136752;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU RANELAGH;00040042;Platane;Platanus;x hispanica;;273;24;Mature;NON;48.85922397588579,2.269607081010111
110351;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201006;Platane;Platanus;x hispanica;;41;0;Adulte;NON;48.87241463435088,2.411207738790606
110105;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0070;Platane;Platanus;x hispanica;;75;13;;;48.83208208584568,2.299151163313635
138683;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000004;Platane;Platanus;x hispanica;;210;19;Mature;NON;48.90000257684828,2.366604292745561
128197;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000039;Platane;Platanus;x hispanica;;133;9;Adulte;NON;48.889800731053676,2.299318869671952
107596;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603003;Platane;Platanus;x hispanica;;80;11;Adulte;NON;48.85783876566499,2.295843072966455
132240;Arbre;Jardin;PARIS 5E ARRDT;Brigade Fluviale;;JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD;000102005;Platane;Platanus;x hispanica;;269;15;;NON;48.8452067658781,2.363988220498284
132253;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD;000104009;Platane;Platanus;x hispanica;;156;12;;NON;48.84568649177456,2.363624372028127
324762;Arbre;Jardin;PARIS 10E ARRDT;37 face quai de Valmy;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000102005;Platane;Platanus;x hispanica;;350;23;Adulte;NON;48.86930787660013,2.366746201332668
118713;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE ALBERT TOURNAIRE / 2 PLACE MAZAS;000101009;Platane;Platanus;x hispanica;;180;20;Adulte;NON;48.84507357714665,2.367798704237888
101288;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001082;Platane;Platanus;x hispanica;;150;17;;;48.8373835371232,2.381080202123686
2002104;Arbre;Jardin;PARIS 15E ARRDT;SN;;PROMENADE DU QUAI DE GRENELLE / 65 QUAI DE GRENELLE;000203002;Platane;Platanus;x hispanica;;230;20;Adulte;NON;48.85136502450359,2.284600165202304
107429;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401023;Platane;Platanus;x hispanica;;232;14;Adulte;NON;48.85633858721738,2.296966055169401
110486;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0011;Platane;Platanus;x hispanica;;120;12;;;48.8325351243738,2.299443677060803
115182;Arbre;Jardin;PARIS 6E ARRDT;;;SQUARE FELIX DESRUELLES / 168 BIS BOULEVARD SAINT GERMAIN;000102006;Platane;Platanus;x hispanica;;450;25;Mature;NON;48.85357530823176,2.334882119917876
108095;Arbre;Jardin;PARIS 7E ARRDT;Canton 01 / SETE;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;P00108001;Platane;Platanus;x hispanica;;695;25;Mature;OUI;48.85783876010566,2.293318739569995
124203;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN D IMMEUBLES DE LA PORTE DE BAGNOLET / 8 RUE JOSEPH PYTHON;000102003;Platane;Platanus;x hispanica;;215;20;Mature;NON;48.86356737566475,2.41093211344706
109116;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000092;Platane;Platanus;x hispanica;;135;18;;;48.81802661145111,2.356224116458892
293625;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / PORT DES CELESTINS;000103004;Platane;Platanus;x hispanica;;380;25;Mature;NON;48.851776538168416,2.361015523405704
136781;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU RANELAGH;00040071;Platane;Platanus;x hispanica;;258;24;Mature;NON;48.86024979535274,2.269205583040943
109194;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000170;Platane;Platanus;x hispanica;;150;18;Adulte;NON;48.81768834845227,2.355546940899214
118776;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000017;Platane;Platanus;x hispanica;;190;15;;;48.85133153326019,2.326426206320192
107459;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402008;Platane;Platanus;x hispanica;;49;11;Jeune (arbre)Adulte;NON;48.857126696048546,2.295584058338953
325126;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000203004;Platane;Platanus;x hispanica;;47;7;Jeune (arbre);NON;48.869173478014474,2.3672289017251043
2030496;Arbre;Jardin;PARIS 16E ARRDT;;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000105007;Platane;Platanus;x hispanica;;0;0;Adulte;NON;48.83762971820574,2.253651074916355
107838;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00602001;Platane;Platanus;x hispanica;;112;12;Adulte;NON;48.85722388259602,2.296928622374658
106618;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902026;Platane;Platanus;x hispanica;;190;12;Adulte;NON;48.85486144290294,2.300327242185681
106649;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901018;Platane;Platanus;x hispanica;;205;12;Adulte;NON;48.85528560030522,2.299823350382153
123728;Arbre;Jardin;PARIS 12E ARRDT;;;JARDIN MARGUERITE HURE / 2 BOULEVARD CARNOT;000203001;Platane;Platanus;x hispanica;;205;20;Mature;NON;48.845809373583656,2.413188654500456
107564;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604025;Platane;Platanus;x hispanica;;171;12;Adulte;NON;48.85658517366205,2.297646187319097
138697;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000018;Platane;Platanus;x hispanica;;235;21;Mature;NON;48.9001575230379,2.367338254782751
107588;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603011;Platane;Platanus;x hispanica;;35;7;Jeune (arbre);NON;48.85737618088413,2.296563106788215
106639;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901008;Platane;Platanus;x hispanica;;38;10;Jeune (arbre)Adulte;NON;48.85587406704865,2.298906265839186
106869;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00702020;Platane;Platanus;x hispanica;;240;12;Adulte;NON;48.854741584691304,2.299305034801179
139337;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE DUPLEIX / 1 PLACE DUPLEIX;000201006;Platane;Platanus;x hispanica;;0;0;;NON;48.85114218440989,2.295984561142976
100974;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000536;Platane;Platanus;x hispanica;;305;25;;;48.83501681242051,2.384230525421253
2012049;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010006;Platane;Platanus;x hispanica;;270;20;Mature;NON;48.88737027597419,2.292901811309241
107598;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603001;Platane;Platanus;x hispanica;;22;6;Jeune (arbre);NON;48.857941089855046,2.295686433610843
100703;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000255;Platane;Platanus;x hispanica;;270;15;;;48.83391774325162,2.384772543571827
101320;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001114;Platane;Platanus;x hispanica;;250;20;;;48.83632060224466,2.380902360122453
2011986;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00040001;Platane;Platanus;x hispanica;;75;9;Jeune (arbre)Adulte;NON;48.88719516696168,2.2935447382222423
111432;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / PORT DES CELESTINS;000102004;Platane;Platanus;x hispanica;;150;20;;NON;48.851737000494474,2.36076594755031
115828;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101014;Platane;Platanus;x hispanica;;0;0;;NON;48.899540489491436,2.370537487636463
106531;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201001;Platane;Platanus;x hispanica;;52;11;Adulte;NON;48.85475612225675,2.300653923914789
138698;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000019;Platane;Platanus;x hispanica;;210;19;Mature;NON;48.90018319476819,2.3674465227736903
132250;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD;000104001;Platane;Platanus;x hispanica;;83;12;;NON;48.84560319224732,2.3635802448671273
132350;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000121;Platane;Platanus;x hispanica;;244;14;;;48.84875421961295,2.358793484445205
100931;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000493;Platane;Platanus;x hispanica;;315;25;Mature;NON;48.83482513545517,2.382270994753108
107242;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00701010;Platane;Platanus;x hispanica;;42;8;Jeune (arbre);NON;48.85499829206622,2.298639432692367
101319;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001113;Platane;Platanus;x hispanica;;370;25;;;48.836351257178016,2.381482145869165
120808;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE SUZANNE BUISSON;00000022;Platane;Platanus;x hispanica;;45;7;Jeune (arbre);NON;48.888214156671765,2.336867326966721
113767;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000103004;Platane;Platanus;x hispanica;;65;8;Jeune (arbre)Adulte;NON;48.84072730923581,2.300207241763767
2013903;Arbre;Jardin;BOIS DE VINCENNES;;;PELOUSE DE REUILLY/ROUTE DES FORTIFICATIONS;20370268;Platane;Platanus;x hispanica;;230;17;Adulte;NON;48.83074047093305,2.405367880877797
107033;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00402009;Platane;Platanus;x hispanica;;117;14;Adulte;NON;48.85646320974777,2.296213096122406
305872;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00SO0274;Platane;Platanus;x hispanica;;225;30;Adulte;NON;48.87866209909667,2.309354489270559
107379;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401029;Platane;Platanus;x hispanica;;25;6;Jeune (arbre);NON;48.85596749951475,2.297119988807103
285020;Arbre;Jardin;PARIS 17E ARRDT;allée centrale dans square;;TERRAIN DE BOULES / 29 BOULEVARD DE REIMS;000101004;Platane;Platanus;x hispanica;;25;5;Jeune (arbre);NON;48.88851519496392,2.296748147219071
118008;Arbre;Jardin;PARIS 6E ARRDT;;;SQUARE TARAS CHEVTCHENKO / 51 BIS RUE DES SAINTS PERES;000101007;Platane;Platanus;x hispanica;;335;25;Mature;NON;48.85459683901378,2.330747862512236
127103;Arbre;Jardin;PARIS 17E ARRDT;;;JARDIN MARGUERITE LONG;00000012;Platane;Platanus;x hispanica;;20;5;Jeune (arbre);NON;48.88182257823823,2.283698734516322
2010561;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00010020;Platane;Platanus;x hispanica;;95;19;Jeune (arbre)Adulte;NON;48.839608803910174,2.439297335200401
